vehicle_id,vehicle_index,stop_index,order_id,demand_kg,cumulative_load_kg,lat,lon
V004,3,3,ORD0044,9.61,20.03,46.1003468,14.4626014
V004,3,4,ORD0337,2.52,22.55,46.06555377587049,14.585824196901308
V004,3,5,ORD0487,0.65,23.20,46.062159694166134,14.583282652719342
V004,3,6,ORD0371,7.16,30.36,46.0698924,14.504682
V004,3,7,ORD0376,0.79,31.15,46.0689833,14.4835621
V005,4,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V005,4,1,ORD0318,5.48,5.48,46.05112476099575,14.492607196900527
V005,4,2,ORD0255,15.35,20.83,46.038598,14.5073315
V005,4,3,ORD0431,12.35,33.18,46.0253844,14.5285947
V005,4,4,ORD0441,5.99,39.17,46.0376838,14.5810729
V005,4,5,ORD0193,9.05,48.22,46.0626929,14.6104551
V005,4,6,ORD0374,16.49,64.71,46.0632057,14.6106926
V005,4,7,ORD0425,19.09,83.80,46.0636475,14.6097878
V005,4,8,ORD0030,9.27,93.07,46.0569574,14.5784196
V005,4,9,ORD0173,9.09,102.16,46.0498958,14.5419625
V005,4,10,ORD0443,12.42,114.58,46.0502326,14.5360514
V005,4,11,ORD0124,11.51,126.09,46.0523851,14.5387812
V005,4,12,ORD0419,19.43,145.52,46.0763853,14.517938
V005,4,13,ORD0253,6.38,151.90,46.0690654,14.5823188
V005,4,14,ORD0112,9.39,161.29,46.0742401,14.5825081
V005,4,15,ORD0132,16.45,177.74,46.0892655,14.5791735
V005,4,16,ORD0426,19.70,197.44,46.0931235,14.5467826
V005,4,17,ORD0346,1.55,198.99,46.093835,14.5457344
V005,4,18,ORD0459,3.63,202.62,46.1097422,14.5301467
V005,4,19,ORD0047,4.52,207.14,46.1095136,14.531648
V005,4,20,ORD0050,2.02,209.16,46.1066631,14.5441649
V005,4,21,ORD0328,2.60,211.76,46.1056738,14.5428609
V005,4,22,ORD0450,16.94,228.70,46.1052938,14.5423657
V005,4,23,ORD0391,11.52,240.22,46.1029032,14.5288956
V005,4,24,ORD0369,19.30,259.52,46.1023742,14.5245008
V005,4,25,ORD0199,16.32,275.84,46.1078391,14.5201251
V005,4,26,ORD0024,14.01,289.85,46.1204648,14.4613314
V005,4,27,ORD0079,8.82,298.67,46.1182022,14.4639229
V005,4,28,ORD0423,2.94,301.61,46.0913649,14.4783267
V005,4,29,ORD0428,5.04,306.65,46.0828538,14.4769967
V005,4,30,ORD0207,4.35,311.00,46.1077389,14.5218185
V005,4,31,ORD0046,15.64,326.64,46.1124237,14.5295771
V005,4,32,ORD0390,8.12,334.76,46.0950379,14.5143097
V005,4,33,ORD0204,19.08,353.84,46.0919417,14.5151089
V005,4,34,ORD0380,18.57,372.41,46.0669915,14.5133633
V005,4,35,ORD0303,17.37,389.78,46.0379712,14.5131408
V005,4,36,ORD0038,5.76,395.54,46.0368585,14.5141952
V005,4,37,ORD0186,11.54,407.08,46.0275356,14.5100452
V005,4,38,ORD0194,9.81,416.89,46.0112946,14.5023874
V005,4,39,ORD0269,5.75,422.64,46.0326005,14.5237803
V005,4,40,ORD0227,2.33,424.97,46.0323882,14.5240887
V005,4,41,ORD0141,5.59,430.56,46.0304898,14.525874
V005,4,42,ORD0348,2.14,432.70,46.0261535,14.532661
V005,4,43,ORD0336,16.23,448.93,46.0248459,14.5398467
V005,4,44,ORD0116,6.03,454.96,46.0306471,14.5368365
V005,4,45,ORD0422,16.44,471.40,46.0424115,14.5579913
V005,4,46,ORD0062,1.87,473.27,46.0387565,14.5644465
V005,4,47,ORD0237,3.61,476.88,46.03783,14.5695137
V005,4,48,ORD0446,6.37,483.25,46.0418528,14.5835681
V005,4,49,ORD0330,6.96,490.21,46.0351591,14.5985257
V005,4,50,ORD0069,5.79,496.00,46.0494351,14.59527
V005,4,51,ORD0389,8.06,504.06,46.0499803,14.5951608
V005,4,52,ORD0372,14.13,518.19,46.055709,14.5886231
V005,4,53,ORD0306,15.12,533.31,46.0577489,14.5813093
V005,4,54,ORD0145,12.31,545.62,46.06185773928981,14.578436068064777
V005,4,55,ORD0121,7.24,552.86,46.06458696633256,14.580744781555811
V005,4,56,ORD0358,2.61,555.47,46.06471552399868,14.580071492170417
V005,4,57,ORD0359,10.75,566.22,46.0579154,14.5451755
V005,4,58,ORD0179,13.18,579.40,46.0529902,14.5267263
V005,4,59,ORD0192,13.88,593.28,46.0671873,14.4800026
V005,4,60,ORD0203,14.56,607.84,46.0686872,14.4742796
V005,4,61,ORD0158,12.74,620.58,46.0720406,14.468753
V005,4,62,ORD0078,15.20,635.78,46.0767632,14.4549095
V005,4,63,ORD0467,4.00,639.78,46.0765817,14.4535376
V005,4,64,ORD0068,0.63,640.41,46.0785895,14.4557865
V005,4,65,ORD0360,19.23,659.64,46.0758698,14.4646851
V005,4,66,ORD0181,15.41,675.05,46.077773,14.4707459
V005,4,67,ORD0268,18.21,693.26,46.07595639607893,14.475708366211094
V005,4,68,ORD0246,2.18,695.44,46.0794066,14.4749695
V005,4,69,ORD0481,10.33,705.77,46.0942544,14.5075466
V005,4,70,ORD0378,6.67,712.44,46.1039477,14.5182986
V005,4,71,ORD0063,10.06,722.50,46.0930101,14.5124951
V005,4,72,ORD0085,2.32,724.82,46.0875348,14.5083846
V005,4,73,ORD0162,9.88,734.70,46.0866836,14.5066719
V005,4,74,ORD0161,2.18,736.88,46.0830634,14.5085549
V005,4,75,ORD0313,15.58,752.46,46.0645978,14.5244675
V005,4,76,ORD0421,4.72,757.18,46.0552819,14.5192234
V005,4,77,ORD0291,5.44,762.62,46.0019775,14.4791535
V005,4,78,ORD0473,5.35,767.97,46.0205798,14.5098235
V005,4,79,ORD0057,13.29,781.26,46.0302679,14.51318
V005,4,80,ORD0034,9.97,791.23,46.0438541,14.5450231
V005,4,81,ORD0201,16.23,807.46,46.0452548,14.544971
V005,4,82,ORD0475,0.55,808.01,46.0630285,14.5321438
V005,4,83,ORD0226,11.34,819.35,46.0667109,14.5441689
V005,4,84,ORD0440,18.28,837.63,46.0801662,14.5359519
V005,4,85,ORD0082,12.78,850.41,46.0909594,14.5772903
V005,4,86,ORD0361,4.97,855.38,46.0972105,14.586495
V005,4,87,ORD0058,6.50,861.88,46.0979439,14.5867153
V005,4,88,ORD0061,13.68,875.56,46.0999407,14.5883384
V005,4,89,ORD0388,18.36,893.92,46.1069072,14.5321644
V005,4,90,ORD0128,11.54,905.46,46.1049096,14.5250739
V005,4,91,ORD0102,13.47,918.93,46.1120947,14.5287727
V005,4,92,ORD0187,13.13,932.06,46.1199466,14.5034581
V005,4,93,ORD0499,1.06,933.12,46.1262142,14.4974799
V005,4,94,ORD0387,4.64,937.76,46.1196492,14.4570689
V005,4,95,ORD0271,14.13,951.89,46.1159081,14.4523078
V005,4,96,ORD0109,11.04,962.93,46.0739725,14.5072688
V005,4,97,ORD0043,8.30,971.23,46.0720547,14.5047351
V005,4,98,ORD0103,8.53,979.76,46.0616478,14.5061452
V005,4,99,ORD0106,17.19,996.95,46.0569665,14.531508
V005,4,100,ORD0408,11.62,1008.57,46.05483,14.5379429
V005,4,101,ORD0229,7.33,1015.90,46.0554302,14.5851589
V005,4,102,ORD0064,16.73,1032.63,46.0563779,14.6170376
V005,4,103,ORD0066,10.88,1043.51,46.0724149,14.5873782
V005,4,104,ORD0196,11.12,1054.63,46.0706369,14.580992
V005,4,105,ORD0006,15.84,1070.47,46.0818976,14.5117999
V005,4,106,ORD0417,9.81,1080.28,46.0866801,14.5131203
V005,4,107,ORD0339,19.05,1099.33,46.0941701,14.5071149
V006,5,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V006,5,1,ORD0177,19.72,19.72,46.0674956,14.4794834
V006,5,2,ORD0492,11.01,30.73,46.065845,14.4953661
V006,5,3,ORD0307,16.46,47.19,46.0615948,14.4970371
V006,5,4,ORD0257,9.08,56.27,46.0632303,14.5037409
V006,5,5,ORD0454,7.29,63.56,46.0690292,14.5013508
V006,5,6,ORD0484,18.06,81.62,46.0717167,14.5074176
V006,5,7,ORD0407,9.13,90.75,46.0683805,14.5282095
V006,5,8,ORD0386,19.32,110.07,46.0584596,14.5809501
V006,5,9,ORD0023,12.50,122.57,46.0551995,14.5885011
V006,5,10,ORD0432,10.71,133.28,46.05843489122863,14.582335296900917
V006,5,11,ORD0482,14.63,147.91,46.0769983,14.5591867
V006,5,12,ORD0001,19.95,167.86,46.0782751,14.5585235
V006,5,13,ORD0290,3.52,171.38,46.093975,14.5191614
V006,5,14,ORD0163,9.64,181.02,46.0936457,14.5174499
V006,5,15,ORD0497,7.21,188.23,46.0930223,14.5165074
V006,5,16,ORD0416,2.49,190.72,46.0916984,14.5115385
V006,5,17,ORD0479,2.43,193.15,46.0812904,14.4969146
V006,5,18,ORD0256,18.96,212.11,46.0788177,14.4900856
V006,5,19,ORD0345,19.17,231.28,46.0666983,14.4792467
V007,6,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V007,6,1,ORD0212,4.59,4.59,46.0307495,14.4588396
V007,6,2,ORD0292,7.58,12.17,46.0306405,14.4600183
V007,6,3,ORD0045,10.97,23.14,46.0824235,14.5078034
V007,6,4,ORD0409,1.41,24.55,46.0836858,14.4727737
V007,6,5,ORD0398,1.22,25.77,46.0801728,14.4543538
V007,6,6,ORD0349,2.97,28.74,46.0546296,14.4479175
V008,7,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V008,7,1,ORD0033,0.93,0.93,46.046689,14.4841645
V008,7,2,ORD0225,19.48,20.41,46.0563922,14.5050639
V008,7,3,ORD0159,5.14,25.55,46.0728764,14.4919567
V008,7,4,ORD0152,1.30,26.85,46.0757141,14.4884998
V008,7,5,ORD0275,2.75,29.60,46.0701073,14.4825578
V008,7,6,ORD0250,12.95,42.55,46.0668246,14.4739143
V008,7,7,ORD0270,2.06,44.61,46.04314916543655,14.4514337815546
V009,8,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V009,8,1,ORD0224,7.00,7.00,46.0459848,14.4778195
V009,8,2,ORD0367,4.03,11.03,46.0395414,14.4843947
V009,8,3,ORD0040,3.46,14.49,46.035616,14.4955128
V009,8,4,ORD0137,1.41,15.90,46.0333823,14.4893097
V009,8,5,ORD0368,6.86,22.76,46.0496977,14.5107427
V009,8,6,ORD0234,8.01,30.77,46.0528556,14.514527
V009,8,7,ORD0122,7.62,38.39,46.0574857,14.5357043
V009,8,8,ORD0054,1.05,39.44,46.0724481,14.5372509
V009,8,9,ORD0017,1.04,40.48,46.0850217,14.5366891
V009,8,10,ORD0197,1.29,41.77,46.101952,14.5602003
V009,8,11,ORD0013,1.96,43.73,46.0731523,14.5818295
V009,8,12,ORD0188,0.55,44.28,46.0550839,14.5985807
V009,8,13,ORD0342,2.86,47.14,46.0710175,14.4834465
V010,9,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V010,9,1,ORD0494,17.97,17.97,46.0427406,14.4925049
V010,9,2,ORD0283,10.12,28.09,46.0436301,14.4943398
V010,9,3,ORD0404,6.60,34.69,46.0410927,14.4934889
V010,9,4,ORD0392,7.25,41.94,46.0352631,14.4884955
V010,9,5,ORD0444,19.95,61.89,46.0294132,14.4938142
V010,9,6,ORD0084,4.23,66.12,46.0302089,14.5064633
V010,9,7,ORD0009,12.40,78.52,46.0318432,14.5045092
V010,9,8,ORD0453,13.85,92.37,46.0373677,14.5044816
V010,9,9,ORD0107,9.29,101.66,46.0379755,14.5085768
V010,9,10,ORD0418,10.15,111.81,46.0345039,14.5193733
V010,9,11,ORD0010,18.52,130.33,46.0362863,14.5179359
V010,9,12,ORD0166,4.95,135.28,46.0344523,14.5162352
V010,9,13,ORD0095,8.58,143.86,46.0425084,14.5165479
V010,9,14,ORD0480,8.26,152.12,46.0508874,14.5113813
V010,9,15,ORD0465,15.46,167.58,46.0562599,14.5098523
V010,9,16,ORD0168,7.08,174.66,46.0580882,14.5034455
V010,9,17,ORD0244,19.13,193.79,46.0601757,14.5050152
V010,9,18,ORD0286,14.08,207.87,46.0685448,14.5049755
V010,9,19,ORD0028,3.21,211.08,46.0671649,14.4885903
V010,9,20,ORD0468,4.38,215.46,46.0739222,14.4767133
V010,9,21,ORD0165,19.03,234.49,46.0749577,14.4747358
V010,9,22,ORD0146,1.56,236.05,46.0757081,14.4731823
V010,9,23,ORD0488,12.48,248.53,46.0811092,14.4734375
V010,9,24,ORD0100,13.50,262.03,46.0869096,14.4690139
V010,9,25,ORD0029,2.02,264.05,46.0969903,14.4654621
V010,9,26,ORD0131,19.15,283.20,46.1111461,14.4611795
V010,9,27,ORD0373,12.67,295.87,46.1205245,14.4747472
V010,9,28,ORD0170,2.85,298.72,46.136050027322064,14.510891581559964
V010,9,29,ORD0495,17.64,316.36,46.1072052,14.5268326
V010,9,30,ORD0280,17.25,333.61,46.1056198,14.543117
V010,9,31,ORD0245,12.46,346.07,46.1016851,14.559512
V010,9,32,ORD0111,14.87,360.94,46.1007234,14.5574659
V010,9,33,ORD0462,0.82,361.76,46.1005265,14.5571069
V010,9,34,ORD0385,12.27,374.03,46.1000262,14.5580649
V010,9,35,ORD0472,19.73,393.76,46.098299,14.5589496
V010,9,36,ORD0117,19.73,413.49,46.0958631,14.5821274
V010,9,37,ORD0410,4.68,418.17,46.0903165,14.5811981
V010,9,38,ORD0452,15.03,433.20,46.0786956,14.5560517
V010,9,39,ORD0365,18.54,451.74,46.0848228,14.5358054
V010,9,40,ORD0174,10.03,461.77,46.0848675,14.5352809
V010,9,41,ORD0259,3.72,465.49,46.0959757,14.5131134
V010,9,42,ORD0230,16.01,481.50,46.0939995,14.5048003
V010,9,43,ORD0317,14.76,496.26,46.09197,14.5113571
V010,9,44,ORD0039,13.46,509.72,46.0876757,14.5124498
V010,9,45,ORD0067,3.50,513.22,46.0861597,14.5129461
V010,9,46,ORD0500,19.71,532.93,46.0832295,14.509423
V010,9,47,ORD0114,5.44,538.37,46.0696466,14.5192198
V010,9,48,ORD0213,8.86,547.23,46.0527115,14.5300946
V010,9,49,ORD0215,5.26,552.49,46.0520464,14.5331699
V010,9,50,ORD0143,4.72,557.21,46.0549487,14.5365486
V010,9,51,ORD0470,14.48,571.69,46.0557397,14.5398894
V010,9,52,ORD0485,10.44,582.13,46.0526011,14.5550769
V010,9,53,ORD0287,6.06,588.19,46.0518869,14.5915383
V010,9,54,ORD0402,19.52,607.71,46.0514812,14.5924896
V010,9,55,ORD0340,7.05,614.76,46.0515845,14.5953243
V010,9,56,ORD0400,13.11,627.87,46.0359082,14.5960321
V010,9,57,ORD0222,2.70,630.57,46.0177572,14.597357
V010,9,58,ORD0274,12.04,642.61,46.0019429,14.5103868
V010,9,59,ORD0486,8.32,650.93,46.0094052,14.5024043
V011,10,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V011,10,1,ORD0262,19.14,19.14,46.0446505,14.4742408
V011,10,2,ORD0397,15.10,34.24,46.0260609,14.5322844
V011,10,3,ORD0304,2.22,36.46,46.0272154,14.5327936
V011,10,4,ORD0011,8.95,45.41,46.0261685,14.5414235
V011,10,5,ORD0008,15.55,60.96,46.0248418,14.5418429
V011,10,6,ORD0015,18.53,79.49,46.01875,14.5470156
V011,10,7,ORD0320,18.19,97.68,46.0266408,14.546534
V011,10,8,ORD0305,5.12,102.80,46.0349165,14.567461
V011,10,9,ORD0334,12.82,115.62,46.05486465343275,14.578614254573418
V011,10,10,ORD0016,13.70,129.32,46.0556942,14.5793787
V011,10,11,ORD0466,5.43,134.75,46.05712500366972,14.575575039228076
V011,10,12,ORD0458,4.63,139.38,46.06056062083754,14.57625449690102
V011,10,13,ORD0144,13.72,153.10,46.06651546165168,14.57930626806498
V011,10,14,ORD0315,17.62,170.72,46.063412,14.6145603
V011,10,15,ORD0406,13.74,184.46,46.0651005,14.6211951
V011,10,16,ORD0232,11.11,195.57,46.0604597,14.6154787
V011,10,17,ORD0344,11.17,206.74,46.0517851,14.5990278
V011,10,18,ORD0025,12.96,219.70,46.049431,14.5898417
V011,10,19,ORD0322,2.24,221.94,46.054677,14.5796158
V011,10,20,ORD0214,14.89,236.83,46.0561565,14.5689929
V011,10,21,ORD0228,10.46,247.29,46.0554163,14.5683711
V011,10,22,ORD0434,18.12,265.41,46.0444694,14.5595269
V011,10,23,ORD0319,9.35,274.76,46.0492891,14.5418219
V011,10,24,ORD0072,16.63,291.39,46.0502368,14.5274199
V011,10,25,ORD0164,18.31,309.70,46.0537317,14.518117
V011,10,26,ORD0221,18.83,328.53,46.0536757,14.5092805
V011,10,27,ORD0366,16.55,345.08,46.053844,14.5035963
V011,10,28,ORD0190,9.78,354.86,46.0565035,14.5019378
V011,10,29,ORD0279,16.56,371.42,46.0370549,14.4949772
V011,10,30,ORD0370,12.64,384.06,46.027169,14.4962891
V011,10,31,ORD0105,1.98,386.04,46.0347462,14.4861789
V011,10,32,ORD0403,12.75,398.79,46.0498135,14.4584592
V012,11,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V012,11,1,ORD0026,13.64,13.64,46.0510374,14.4565254
V012,11,2,ORD0264,16.69,30.33,46.0686109,14.4733412
V012,11,3,ORD0456,15.70,46.03,46.0725164,14.4706082
V012,11,4,ORD0027,14.37,60.40,46.0837135,14.4858262
V012,11,5,ORD0429,13.68,74.08,46.0920727,14.4800137
V012,11,6,ORD0281,18.77,92.85,46.0814893,14.4669567
V012,11,7,ORD0350,17.12,109.97,46.0775092,14.4539767
V012,11,8,ORD0375,10.90,120.87,46.0772201,14.45215
V012,11,9,ORD0037,8.60,129.47,46.0755005,14.4486112
V012,11,10,ORD0071,16.98,146.45,46.0704969,14.4494076
V012,11,11,ORD0171,11.74,158.19,46.0738903,14.4402551
V012,11,12,ORD0073,12.11,170.30,46.0812438,14.418353
V012,11,13,ORD0140,5.17,175.47,46.083557,14.4499328
V012,11,14,ORD0463,9.20,184.67,46.1040125,14.4571345
V012,11,15,ORD0206,7.29,191.96,46.1038908,14.4674076
V012,11,16,ORD0184,17.05,209.01,46.1128013,14.462361
V012,11,17,ORD0455,11.90,220.91,46.1186855,14.4597509
V012,11,18,ORD0219,6.70,227.61,46.1189676,14.4661269
V012,11,19,ORD0208,19.51,247.12,46.1200688,14.4669139
V012,11,20,ORD0430,10.89,258.01,46.1288329,14.4912538
V012,11,21,ORD0302,19.93,277.94,46.1291704,14.4968083
V012,11,22,ORD0191,17.37,295.31,46.1225152,14.5043147
V012,11,23,ORD0169,16.68,311.99,46.1214445,14.5052186
V012,11,24,ORD0127,16.75,328.74,46.1058282,14.5214249
V012,11,25,ORD0104,7.21,335.95,46.1078326,14.5277833
V012,11,26,ORD0393,12.96,348.91,46.110458,14.5292599
V012,11,27,ORD0154,6.66,355.57,46.1119645,14.5291061
V012,11,28,ORD0435,5.52,361.09,46.1093791,14.5326757
V012,11,29,ORD0277,14.40,375.49,46.1088893,14.5328348
V012,11,30,ORD0211,16.37,391.86,46.1053359,14.5387016
V012,11,31,ORD0326,13.21,405.07,46.1045256,14.5412957
V012,11,32,ORD0272,12.39,417.46,46.0982273,14.5546823
V012,11,33,ORD0477,11.62,429.08,46.0979036,14.5578086
V012,11,34,ORD0363,5.52,434.60,46.0645471,14.5436476
V012,11,35,ORD0178,4.81,439.41,46.0544843,14.535188
V012,11,36,ORD0263,14.20,453.61,46.0540298,14.5346774
V012,11,37,ORD0125,19.63,473.24,46.0549198,14.530819
V012,11,38,ORD0469,10.27,483.51,46.0582105,14.5311818
V012,11,39,ORD0298,18.61,502.12,46.0619818,14.5314404
V012,11,40,ORD0002,2.19,504.31,46.06167,14.5229822
V012,11,41,ORD0338,6.64,510.95,46.0666501,14.514166
V012,11,42,ORD0042,19.92,530.87,46.0696814,14.5184562
V012,11,43,ORD0323,12.76,543.63,46.0721527,14.5091882
V012,11,44,ORD0460,7.31,550.94,46.0755119,14.4993586
V012,11,45,ORD0355,14.99,565.93,46.0920113,14.501852
V012,11,46,ORD0362,7.63,573.56,46.0972766,14.4971824
V012,11,47,ORD0351,4.81,578.37,46.0957759,14.4730268
V012,11,48,ORD0265,6.00,584.37,46.094808,14.472504
V012,11,49,ORD0471,18.14,602.51,46.0940479,14.4705755
V012,11,50,ORD0267,16.52,619.03,46.0941469,14.4699224
V012,11,51,ORD0089,6.76,625.79,46.0882703,14.4723835
V012,11,52,ORD0427,7.67,633.46,46.0852753,14.4783629
V012,11,53,ORD0189,14.85,648.31,46.0835172,14.4734748
V012,11,54,ORD0198,13.49,661.80,46.081102,14.4572101
V012,11,55,ORD0233,5.53,667.33,46.0767263,14.4480479
V012,11,56,ORD0357,12.39,679.72,46.0714306,14.453683
V012,11,57,ORD0092,13.35,693.07,46.075902,14.4658559
V012,11,58,ORD0149,8.39,701.46,46.0739647,14.4674875
V012,11,59,ORD0155,19.08,720.54,46.0743578,14.468641
V012,11,60,ORD0041,8.69,729.23,46.0715319,14.4693894
V013,12,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V013,12,1,ORD0252,6.72,6.72,46.0427092,14.4687282
V013,12,2,ORD0325,17.39,24.11,46.042217,14.4701126
V013,12,3,ORD0238,0.62,24.73,46.0337619,14.4587749
V013,12,4,ORD0424,7.79,32.52,46.0331431,14.4640774
V013,12,5,ORD0007,6.99,39.51,46.0356411,14.4697063
V013,12,6,ORD0172,3.59,43.10,46.0310044,14.5041687
V013,12,7,ORD0096,1.74,44.84,46.0348712,14.51778
V013,12,8,ORD0176,1.58,46.42,46.0405109,14.5022131
V013,12,9,ORD0273,1.53,47.95,46.0413467,14.4959658
V014,13,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V014,13,1,ORD0217,15.44,15.44,46.0403501,14.4615384
V014,13,2,ORD0254,13.32,28.76,46.0421879,14.4689435
V014,13,3,ORD0316,14.74,43.50,46.0422102,14.473567
V014,13,4,ORD0260,2.99,46.49,46.0457594,14.4747355
V014,13,5,ORD0493,13.89,60.38,46.0463409,14.4746268
V014,13,6,ORD0379,2.88,63.26,46.0471465,14.4718602
V015,14,0,depot,0.00,0.00,46.0506713158607,14.459560361232214
V015,14,1,ORD0258,7.90,7.90,46.0477422,14.4518276
V015,14,2,ORD0352,6.86,14.76,46.0467164,14.4753375
V015,14,3,ORD0381,2.48,17.24,46.048584,14.4854006
V015,14,4,ORD0241,3.46,20.70,46.0452266,14.5013906
V015,14,5,ORD0055,1.82,22.52,46.0519918,14.5082214
